1,2,3,4,5,unique-pepts,Seq-cover,name-prot,name-gene
NaN,NaN,22.6333,21.8738,NaN,6,21.4,NSFL1 cofactor p47,NSFL1C
NaN,NaN,21.9118,20.4046,18.9013,6,20.5,Splicing factor 3A subunit 2,SF3A2
NaN,NaN,22.5196,21.9906,NaN,4,15.8,Abl interactor 2,ABI2
NaN,NaN,19.6779,22.4099,NaN,9,29.7,Annexin A3,ANXA3
NaN,NaN,21.8324,NaN,18.4046,11,6,E3 SUMO-protein ligase RanBP2,RANBP2
NaN,NaN,22.8428,20.1616,NaN,4,22.6,Inositol monophosphatase 3,IMPAD1
NaN,NaN,22.7301,20.4798,17.7378,5,32.2,Mitochondrial fission 1 protein,FIS1
NaN,20.6133,20.603,21.1541,21.2455,2,23.8,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5
NaN,NaN,21.1758,21.439,NaN,5,16.2,"UPF0160 protein MYG1, mitochondrial",C12orf10
NaN,NaN,21.9963,22.0602,21.3378,8,5.3,Envoplakin,EVPL
NaN,NaN,21.5025,18.8502,19.0014,9,38.2,Perilipin-3,PLIN3
NaN,NaN,22.966,20.9603,NaN,5,21.7,THO complex subunit 3,THOC3
NaN,NaN,NaN,NaN,NaN,4,28.6,ADP-ribosylation factor-like protein 4C,ARL4C
NaN,NaN,23.1608,20.8294,NaN,5,6.1,Ubiquitin carboxyl-terminal hydrolase 8,USP8
NaN,NaN,22.5356,19.7052,NaN,7,33.9,Alpha-soluble NSF attachment protein,NAPA
NaN,NaN,NaN,NaN,NaN,2,47.2,ADP-ribosylation factor 5,ARF5
NaN,NaN,21.7662,19.0078,NaN,10,9.2,Myb-binding protein 1A,MYBBP1A
NaN,NaN,22.1334,21.7617,NaN,3,30.9,Thioredoxin domain-containing protein 17,TXNDC17
NaN,NaN,21.3882,21.0243,NaN,5,10.8,"Lamina-associated polypeptide 2, isoform alpha;Thymopoietin;Thymopentin;Lamina-associated polypeptide 2, isoforms beta/gamma;Thymopoietin;Thymopentin",TMPO
21.2137,20.5275,19.7486,19.6522,NaN,9,18.9,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",DLAT
NaN,NaN,21.9188,20.5115,NaN,7,22.5,Ribosome production factor 2 homolog,RPF2
NaN,NaN,NaN,NaN,NaN,4,17,Neurotensin receptor type 1,NTSR1
NaN,NaN,NaN,NaN,NaN,2,24.5,Type-1 angiotensin II receptor-associated protein,AGTRAP
NaN,NaN,22.3299,19.7214,18.8818,7,24.2,Inositol-3-phosphate synthase 1,ISYNA1
NaN,NaN,NaN,NaN,NaN,8,9.8,Protein jagged-1,JAG1
NaN,NaN,23.1554,20.1608,18.8457,3,14.3,GDP-L-fucose synthase,TSTA3
NaN,19.8327,21.7536,20.7372,20.3241,6,43.9,Dihydropteridine reductase,QDPR
NaN,NaN,22.4377,20.4938,NaN,5,17.1,Cell differentiation protein RCD1 homolog,RQCD1
NaN,NaN,22.4767,20.7607,NaN,7,30.7,MKI67 FHA domain-interacting nucleolar phosphoprotein,NIFK
18.3486,18.5254,23.1924,19.7453,NaN,5,25.3,Serine/threonine-protein kinase 24;Serine/threonine-protein kinase 24 36 kDa subunit;Serine/threonine-protein kinase 24 12 kDa subunit,STK24
NaN,NaN,NaN,NaN,NaN,6,38.8,Syntaxin-12,STX12
NaN,NaN,21.8887,20.1635,NaN,9,26,Spastin,SPAST
NaN,NaN,21.9242,18.7158,17.4282,5,11.4,Cullin-4B,CUL4B
NaN,NaN,21.5805,20.5393,21.4158,8,18.1,Lamin-B2,LMNB2
NaN,NaN,22.5959,20.3639,20.3894,2,61.4,Thymosin beta-4;Hematopoietic system regulatory peptide,TMSB4X
NaN,NaN,22.5693,20.5756,20.3258,4,22.3,Ras-related protein Rab-18,RAB18
NaN,NaN,22.907,21.9464,NaN,1,19.6,40S ribosomal protein S29,RPS29
NaN,NaN,22.0641,21.8958,NaN,3,13.9,Proteasome assembly chaperone 1,PSMG1
NaN,NaN,21.9866,19.4978,NaN,7,35.7,"Serine/threonine-protein phosphatase 6 catalytic subunit;Serine/threonine-protein phosphatase 6 catalytic subunit, N-terminally processed",PPP6C
NaN,NaN,22.9976,20.6151,NaN,1,4.9,ADP-ribosylation factor-like protein 6-interacting protein 1,ARL6IP1
NaN,NaN,NaN,NaN,NaN,8,12.3,Lysine-specific histone demethylase 1A,KDM1A
17.5463,NaN,22.2353,18.8961,NaN,8,35.2,PTB domain-containing engulfment adapter protein 1,GULP1
NaN,NaN,NaN,NaN,NaN,3,1.1,Antigen KI-67,MKI67
18.7403,NaN,NaN,23.1154,NaN,2,15.1,Proteasome subunit beta type-9,PSMB9
NaN,NaN,NaN,NaN,NaN,10,15.7,General transcription factor II-I,GTF2I
NaN,NaN,22.9341,19.5146,NaN,3,13.5,Transmembrane protein 106B,TMEM106B
19.2598,18.9769,22.9368,NaN,NaN,4,27.3,Microfibrillar-associated protein 2,MFAP2
21.6444,20.0931,20.893,21.007,18.9729,7,11.9,Alpha-2-macroglobulin,A2M
NaN,NaN,NaN,NaN,NaN,1,25.5,Immortalization up-regulated protein,IMUP
NaN,NaN,23.791,20.3998,NaN,2,44,CDC42 small effector protein 2,CDC42SE2
NaN,NaN,22.143,17.2081,NaN,8,17.3,Metal transporter CNNM3,CNNM3
NaN,NaN,22.1748,20.0563,NaN,7,18.5,Protein transport protein Sec23B,SEC23B
NaN,NaN,NaN,NaN,NaN,10,9.8,Canalicular multispecific organic anion transporter 2,ABCC3
NaN,NaN,NaN,21.9508,21.7878,5,25.2,NAD(P)H dehydrogenase [quinone] 1,NQO1
NaN,NaN,21.677,20.2862,NaN,10,24.1,NADPH--cytochrome P450 reductase,POR
NaN,NaN,22.0171,22.4056,NaN,6,19.8,Cell growth-regulating nucleolar protein,LYAR
16.5832,NaN,21.9071,18.3368,17.462,10,13.4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3",PLCB3
NaN,NaN,22.2582,18.6221,NaN,7,19.6,Ataxin-10,ATXN10
NaN,NaN,22.5713,21.6768,20.6781,3,42.6,Sorting nexin-3,SNX3
NaN,NaN,21.2091,20.3102,NaN,13,17.9,Importin-5,IPO5
NaN,NaN,21.9554,19.5493,NaN,5,22.1,Pyridoxal kinase,PDXK
NaN,NaN,NaN,NaN,NaN,6,40.7,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2",DDAH2
20.3587,19.7909,NaN,22.9389,NaN,3,17.6,Proteasome subunit beta type-10,PSMB10
NaN,NaN,22.5574,20.007,NaN,8,9.5,Protein LAP2,ERBB2IP
NaN,NaN,NaN,NaN,NaN,1,12.7,Ephrin-B1,EFNB1
NaN,NaN,21.9804,18.9037,NaN,5,22.7,Kinesin light chain 2,KLC2
NaN,NaN,21.7423,19.6923,19.1877,7,25.7,Sequestosome-1,SQSTM1
NaN,NaN,22.5253,20.6043,20.6425,2,18.9,U1 small nuclear ribonucleoprotein C,SNRPC
NaN,NaN,NaN,21.9135,18.9342,2,3.1,Mitogen-activated protein kinase 15,MAPK15
NaN,NaN,NaN,NaN,NaN,4,22.7,Casein kinase I isoform gamma-1,CSNK1G1
NaN,NaN,21.5629,21.1254,21.4744,2,5.8,Divergent paired-related homeobox,DPRX
NaN,NaN,NaN,NaN,NaN,7,6.8,Transcription elongation regulator 1,TCERG1
NaN,NaN,22.2312,19.7971,NaN,5,17,Galectin-8,LGALS8
22.2255,21.1474,NaN,NaN,NaN,4,11.8,Collagen and calcium-binding EGF domain-containing protein 1,CCBE1
20.8355,20.7987,21.3194,18.5985,NaN,6,20.8,Carboxypeptidase M,CPM
NaN,NaN,21.1262,20.8059,NaN,8,27.4,Heparan sulfate glucosamine 3-O-sulfotransferase 1,HS3ST1
19.1393,18.2299,19.2394,22.172,NaN,6,20.6,Glia-derived nexin,SERPINE2
NaN,NaN,23.1389,21.2973,19.9573,2,13.8,UPF0687 protein C20orf27,C20orf27
NaN,NaN,21.5866,20.6627,19.3354,4,22.1,Translin-associated protein X,TSNAX
NaN,NaN,NaN,NaN,NaN,3,14.3,DAZ-associated protein 1,DAZAP1
NaN,NaN,NaN,NaN,NaN,7,32.1,Annexin A10,ANXA10
NaN,18.9484,20.2628,19.838,20.7857,10,28.7,NADP-dependent malic enzyme,ME1
NaN,NaN,NaN,NaN,NaN,4,17.5,Limbic system-associated membrane protein,LSAMP
18.9607,18.9605,21.4188,20.3775,19.8405,6,32.2,Endoplasmic reticulum resident protein 29,ERP29
NaN,18.6131,NaN,NaN,21.3214,3,9.7,Glycerophosphodiester phosphodiesterase domain-containing protein 3,GDPD3
NaN,NaN,NaN,NaN,NaN,7,9.1,Protocadherin-9,PCDH9
NaN,NaN,22.209,20.0305,NaN,4,43.6,Centrin-2,CETN2
18.7816,18.0745,21.9761,19.5146,NaN,7,36.7,COP9 signalosome complex subunit 7a,COPS7A
NaN,NaN,22.8408,20.2117,NaN,5,44.9,Rho-related GTP-binding protein RhoB,RHOB
NaN,NaN,NaN,NaN,NaN,2,8.9,Tetraspanin-18,TSPAN18
NaN,NaN,NaN,NaN,NaN,7,12,Tyrosine-protein kinase receptor UFO,AXL
NaN,NaN,22.2941,19.1667,NaN,4,30.8,Transmembrane protein 51,TMEM51
NaN,NaN,22.2211,20.4229,20.3127,6,37.8,Phosphoserine phosphatase,PSPH
NaN,NaN,20.8164,19.5287,21.2365,10,34.9,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1
NaN,NaN,22.4134,20.6616,NaN,3,25.6,UPF0587 protein C1orf123,C1orf123
NaN,NaN,23.0332,21.6755,NaN,4,22,WD repeat-containing protein 82,WDR82
NaN,NaN,NaN,NaN,NaN,6,9.8,Beta-catenin-like protein 1,CTNNBL1
NaN,NaN,NaN,NaN,NaN,3,15.6,Transformer-2 protein homolog alpha,TRA2A
NaN,NaN,21.6432,18.6121,17.469,6,37.3,N-alpha-acetyltransferase 50,NAA50
NaN,NaN,NaN,NaN,NaN,2,16.7,Pituitary tumor-transforming gene 1 protein-interacting protein,PTTG1IP
NaN,NaN,21.7045,20.6208,NaN,7,7.6,U2 snRNP-associated SURP motif-containing protein,U2SURP
NaN,NaN,21.4547,22.0938,21.3853,3,15.3,Acidic leucine-rich nuclear phosphoprotein 32 family member A,ANP32A
NaN,NaN,NaN,NaN,NaN,7,24.6,Secernin-1,SCRN1
NaN,NaN,22.2227,19.925,NaN,5,15.8,SPATS2-like protein,SPATS2L
20.5514,19.4955,22.1827,19.6016,20.3505,4,17.7,"Platelet-derived growth factor C;Platelet-derived growth factor C, latent form;Platelet-derived growth factor C, receptor-binding form",PDGFC
NaN,NaN,NaN,NaN,NaN,7,26.7,NAD-dependent protein deacetylase sirtuin-2,SIRT2
NaN,NaN,22.0067,18.8626,22.5827,4,16.9,Leukocyte elastase inhibitor,SERPINB1
NaN,NaN,23.3246,20.7208,NaN,5,6.9,Focal adhesion kinase 1,PTK2
18.2599,17.9717,NaN,18.851,21.6619,7,17.6,Serpin A12,SERPINA12
NaN,NaN,21.9838,21.89,19.6971,2,16.3,Actin-related protein 2/3 complex subunit 5-like protein,ARPC5L
NaN,NaN,NaN,NaN,NaN,3,13.6,Vesicle-associated membrane protein 7,VAMP7
NaN,NaN,21.6261,19.8101,NaN,8,16.9,Oxysterol-binding protein 1,OSBP
NaN,NaN,21.326,22.2873,20.3669,3,36.4,Glucosamine 6-phosphate N-acetyltransferase,GNPNAT1
20.6497,19.8225,21.2402,22.8736,NaN,2,4,Coagulation factor XIII A chain,F13A1
NaN,NaN,21.4449,21.7011,19.4207,5,30.6,Tumor protein D54,TPD52L2
NaN,NaN,22.8954,20.5537,NaN,5,39.4,AP-2 complex subunit sigma,AP2S1
22.9099,22.2946,NaN,NaN,NaN,3,2.2,Fibrillin-2,FBN2
NaN,19.3108,20.7685,22.3496,19.7145,4,20.9,Mesencephalic astrocyte-derived neurotrophic factor,MANF
NaN,NaN,NaN,NaN,NaN,1,6.3,Tetraspanin-3,TSPAN3
NaN,NaN,20.4895,22.3379,20.4654,3,36.8,Mitochondrial import inner membrane translocase subunit Tim13,TIMM13
NaN,NaN,NaN,NaN,NaN,12,4.9,Triple functional domain protein,TRIO
NaN,NaN,21.8047,20.811,NaN,6,28,Ubiquitin carboxyl-terminal hydrolase isozyme L5,UCHL5
NaN,NaN,22.9983,20.688,20.5196,4,31,Low molecular weight phosphotyrosine protein phosphatase,ACP1
NaN,NaN,21.3928,20.864,19.3403,6,17.8,Adipocyte plasma membrane-associated protein,APMAP
NaN,NaN,22.0386,19.8656,NaN,9,33.7,Dynactin subunit 4,DCTN4
NaN,NaN,NaN,NaN,NaN,7,27.2,"Type I inositol 1,4,5-trisphosphate 5-phosphatase",INPP5A
NaN,NaN,21.2793,20.5316,NaN,10,30.2,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6
NaN,NaN,NaN,NaN,NaN,8,9.5,WASH complex subunit strumpellin,KIAA0196
NaN,NaN,NaN,NaN,NaN,4,20.3,B-cell receptor-associated protein 31,BCAP31
NaN,NaN,22.2588,18.017,16.7991,5,15.3,Translation initiation factor eIF-2B subunit delta,EIF2B4
17.7959,NaN,21.6431,NaN,NaN,7,23.2,"Isocitrate dehydrogenase [NADP], mitochondrial",IDH2
NaN,NaN,21.1069,20.5099,19.6062,6,26.4,Hypoxia-inducible factor 1-alpha inhibitor,HIF1AN
NaN,19.3999,22.2998,NaN,NaN,6,9.7,V-type proton ATPase 116 kDa subunit a isoform 1,ATP6V0A1
NaN,NaN,22.0117,20.2682,NaN,5,12.7,Asparagine synthetase [glutamine-hydrolyzing],ASNS
NaN,NaN,22.7768,20.9974,18.9874,3,13.3,60S ribosomal protein L19,RPL19
NaN,NaN,22.7236,20.7072,NaN,3,7.6,Cleavage and polyadenylation specificity factor subunit 6,CPSF6
21.9867,21.2034,NaN,NaN,NaN,5,6.4,Immunoglobulin superfamily member 1,IGSF1
NaN,NaN,22.2415,18.5983,16.6269,8,10.5,Ubiquitin-like modifier-activating enzyme 6,UBA6
NaN,NaN,20.609,21.2098,19.5839,8,22.5,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",CPOX
22.0547,20.3941,NaN,NaN,NaN,8,13.5,Complement C1s subcomponent;Complement C1s subcomponent heavy chain;Complement C1s subcomponent light chain,C1S
NaN,NaN,NaN,NaN,NaN,5,11.2,"Solute carrier family 2, facilitated glucose transporter member 12",SLC2A12
NaN,NaN,21.5217,19.6113,NaN,9,22.6,Cytosolic purine 5-nucleotidase,NT5C2
NaN,NaN,NaN,NaN,NaN,7,17.6,Tripartite motif-containing protein 47,TRIM47
NaN,NaN,NaN,NaN,NaN,7,11.4,Exocyst complex component 5,EXOC5
NaN,NaN,21.6647,18.9605,NaN,8,21.3,Tubulin-specific chaperone E,TBCE
NaN,NaN,22.4381,NaN,19.3849,4,10.2,Drebrin,DBN1
NaN,NaN,23.0763,NaN,21.3641,2,2.1,Ras GTPase-activating-like protein IQGAP2,IQGAP2
NaN,NaN,22.1381,21.1091,NaN,1,29.7,Protein mago nashi homolog 2,MAGOHB
NaN,NaN,22.0873,19.9106,NaN,3,16.8,Osteoclast-stimulating factor 1,OSTF1
NaN,NaN,21.9407,19.1918,NaN,5,17.4,Vacuolar protein-sorting-associated protein 36,VPS36
NaN,NaN,21.0401,20.668,17.56,10,9.7,Early endosome antigen 1,EEA1
NaN,NaN,22.0256,20.0759,18.9961,5,22.5,Cleavage and polyadenylation specificity factor subunit 5,NUDT21
NaN,NaN,NaN,NaN,NaN,6,21.3,Developmentally-regulated GTP-binding protein 1,DRG1
NaN,NaN,22.2593,19.4651,NaN,5,13.9,Bifunctional 3-phosphoadenosine 5-phosphosulfate synthase 1;Sulfate adenylyltransferase;Adenylyl-sulfate kinase,PAPSS1
NaN,NaN,22.0268,18.8593,NaN,6,8.9,Exocyst complex component 3,EXOC3
NaN,NaN,22.3963,21.1219,NaN,6,25.3,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",PGAM5
NaN,NaN,22.4236,19.5507,18.1834,3,8.6,Proteasomal ubiquitin receptor ADRM1,ADRM1
NaN,NaN,21.9717,18.6825,NaN,6,28.4,COP9 signalosome complex subunit 6,COPS6
NaN,NaN,22.4749,19.4672,19.4043,3,30.5,D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein,DDT;DDTL
NaN,NaN,NaN,NaN,NaN,1,1.6,Suppression of tumorigenicity 18 protein,ST18
NaN,NaN,22.1454,17.9383,NaN,5,19.1,Transmembrane protein 237,TMEM237
NaN,NaN,21.8372,22.2642,NaN,5,13.3,Glypican-6;Secreted glypican-6,GPC6
NaN,NaN,NaN,NaN,NaN,4,23.6,RELT-like protein 1,RELL1
NaN,NaN,21.7009,20.3547,NaN,6,22.2,Putative deoxyribonuclease TATDN1,TATDN1
NaN,NaN,21.5547,19.9455,NaN,5,26.6,Ras-related protein Rab-34,RAB34
22.4049,21.6907,NaN,NaN,NaN,3,27.2,Gremlin-1,GREM1
NaN,NaN,21.7842,21.7325,20.2934,4,15.1,Tetratricopeptide repeat protein 1,TTC1
NaN,NaN,21.8476,21.1454,NaN,5,13.3,Transforming growth factor beta-2;Latency-associated peptide,TGFB2
NaN,NaN,NaN,NaN,NaN,5,6.6,Calcium-activated potassium channel subunit alpha-1,KCNMA1
NaN,NaN,NaN,NaN,NaN,9,11.7,AP-3 complex subunit delta-1,AP3D1
NaN,NaN,NaN,NaN,NaN,7,27.5,Heparan sulfate 2-O-sulfotransferase 1,HS2ST1
NaN,NaN,22.1544,19.9118,NaN,5,13.4,PC4 and SFRS1-interacting protein,PSIP1
NaN,NaN,NaN,NaN,NaN,4,17.6,Vacuolar protein sorting-associated protein 26B,VPS26B
NaN,17.7379,22.5016,19.0493,19.3793,3,26.2,Flavin reductase (NADPH),BLVRB
NaN,NaN,21.8639,19.9665,18.5772,5,10.4,Clathrin interactor 1,CLINT1
NaN,NaN,NaN,NaN,NaN,2,12.4,H/ACA ribonucleoprotein complex subunit 1,GAR1
NaN,NaN,22.1635,20.2493,NaN,4,11.7,Fibroblast growth factor receptor-like 1,FGFRL1
19.8151,NaN,20.6711,20.7311,21.2797,4,22.5,Serpin B8,SERPINB8
NaN,NaN,22.3426,21.8963,18.9161,2,57.3,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CC
NaN,NaN,22.0964,19.7571,NaN,3,23.7,Cellular nucleic acid-binding protein,CNBP
NaN,NaN,NaN,NaN,NaN,9,7.2,Uveal autoantigen with coiled-coil domains and ankyrin repeats,UACA
NaN,NaN,NaN,NaN,NaN,2,2.1,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",COQ6
NaN,NaN,NaN,NaN,NaN,1,3.3,Probable lysosomal cobalamin transporter,LMBRD1
NaN,NaN,NaN,NaN,NaN,5,16.4,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,PIP4K2C
NaN,NaN,22.6643,19.5363,NaN,5,7.4,Large proline-rich protein BAG6,BAG6
NaN,NaN,21.6274,18.8374,NaN,8,10.4,Mediator of DNA damage checkpoint protein 1,MDC1
NaN,NaN,20.5196,22.2114,NaN,3,5.8,Sodium- and chloride-dependent glycine transporter 1,SLC6A9
NaN,19.7084,NaN,NaN,22.9291,2,12.5,Lipocalin-1;Putative lipocalin 1-like protein 1,LCN1;LCN1P1
NaN,NaN,22.5185,NaN,19.8233,5,30.2,14-3-3 protein sigma,SFN
NaN,NaN,NaN,NaN,NaN,1,12.6,Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 4,SUMO2;SUMO3;SUMO4
NaN,NaN,NaN,NaN,NaN,1,6.8,"HLA class I histocompatibility antigen, alpha chain G",HLA-G
NaN,NaN,21.452,20.0182,20.4771,5,17.7,RNA-binding protein FUS,FUS
NaN,NaN,NaN,NaN,NaN,4,19.2,Cathepsin L2,CTSV
NaN,NaN,22.8806,NaN,18.179,3,12.9,Ethanolamine-phosphate cytidylyltransferase,PCYT2
NaN,NaN,20.2452,21.1916,20.6373,7,18.7,"Serine hydroxymethyltransferase, mitochondrial",SHMT2
NaN,NaN,NaN,NaN,NaN,5,14.7,Transcription factor p65,RELA
19.2518,19.4463,21.4618,NaN,NaN,6,5.2,C-type mannose receptor 2,MRC2
NaN,NaN,21.9933,18.8921,NaN,5,11.2,Non-specific lipid-transfer protein,SCP2
NaN,NaN,NaN,NaN,NaN,2,10.5,28 kDa heat- and acid-stable phosphoprotein,PDAP1
NaN,NaN,21.4902,21.6658,20.123,2,16.9,Prefoldin subunit 2,PFDN2
NaN,NaN,22.3503,21.2883,NaN,2,4.4,Sodium- and chloride-dependent creatine transporter 1,SLC6A8
NaN,NaN,21.8656,19.6362,NaN,4,24.3,TIP41-like protein,TIPRL
NaN,NaN,22.2464,20.2746,NaN,6,22.1,Leucine-rich repeat-containing protein 1,LRRC1
NaN,NaN,NaN,NaN,NaN,1,1.5,Beta-hexosaminidase subunit alpha,HEXA
NaN,NaN,NaN,NaN,NaN,8,12.8,Active breakpoint cluster region-related protein,ABR
NaN,NaN,NaN,NaN,NaN,4,15.8,Ubiquitin-conjugating enzyme E2 Z,UBE2Z
NaN,NaN,NaN,NaN,NaN,9,10.7,Lethal(2) giant larvae protein homolog 2,LLGL2
19.6498,18.8358,NaN,21.6111,NaN,7,26.3,Carboxypeptidase E,CPE
NaN,NaN,21.9421,19.6472,19.2624,5,21.7,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",SAE1
NaN,NaN,21.669,19.2876,NaN,7,12,AP-1 complex subunit gamma-1,AP1G1
NaN,NaN,21.9132,21.8051,NaN,3,5.8,Solute carrier organic anion transporter family member 4A1,SLCO4A1
NaN,NaN,NaN,NaN,NaN,1,12.6,"Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1",PTMA
NaN,NaN,22.1952,18.4735,NaN,5,11.6,Protocadherin gamma-C3,PCDHGC3
NaN,NaN,NaN,NaN,NaN,4,17.6,RNA-binding protein Raly,RALY
NaN,NaN,NaN,NaN,NaN,7,9.4,Probable E3 ubiquitin-protein ligase HERC4,HERC4
NaN,NaN,NaN,NaN,NaN,2,32.5,Small VCP/p97-interacting protein,SVIP
NaN,19.7514,20.4156,20.9286,20.2809,4,11.9,Prenylcysteine oxidase 1,PCYOX1
NaN,NaN,21.529,19.0968,NaN,8,15.1,Double-strand break repair protein MRE11A,MRE11A
NaN,NaN,21.6387,20.0006,NaN,2,1.9,Chromodomain-helicase-DNA-binding protein 3,CHD3
NaN,NaN,NaN,NaN,NaN,2,4.5,Integrator complex subunit 3,INTS3
NaN,NaN,21.0548,20.9525,20.1658,5,31.3,Ras-related protein Rab-9A,RAB9A
NaN,NaN,21.967,18.6835,NaN,8,6.9,Golgin subfamily A member 3,GOLGA3
NaN,NaN,NaN,NaN,NaN,2,15.1,Acidic leucine-rich nuclear phosphoprotein 32 family member B,ANP32B
NaN,NaN,22.2626,19.7139,NaN,5,17.5,Casein kinase I isoform alpha,CSNK1A1
19.8738,NaN,21.382,20.6439,NaN,5,18.2,Argininosuccinate synthase,ASS1
NaN,NaN,NaN,NaN,NaN,5,45.9,Chromobox protein homolog 1,CBX1
NaN,NaN,21.7813,18.4102,NaN,6,26.4,5-nucleotidase domain-containing protein 1,NT5DC1
NaN,NaN,NaN,NaN,NaN,7,14.7,Actin filament-associated protein 1-like 2,AFAP1L2
NaN,NaN,21.9135,18.9758,NaN,5,25.6,Syntaxin-3,STX3
NaN,NaN,NaN,NaN,NaN,2,1.6,Nuclear receptor corepressor 1,NCOR1
NaN,NaN,20.883,20.7581,NaN,6,21.3,Ribosome biogenesis protein WDR12,WDR12
NaN,NaN,21.6919,21.2752,NaN,4,17.7,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,CTSL
NaN,NaN,NaN,NaN,NaN,2,3.8,Protein Red,IK
NaN,NaN,NaN,NaN,NaN,4,36.1,Isopentenyl-diphosphate Delta-isomerase 1,IDI1
NaN,NaN,22.3054,NaN,18.053,4,28.6,Alpha/beta hydrolase domain-containing protein 14B,ABHD14B
20.5373,20.7035,NaN,NaN,NaN,6,2.1,Reelin,RELN
21.3466,20.16,22.5463,NaN,NaN,5,20.9,Protein Wnt-5b,WNT5B
NaN,NaN,22.2431,21,NaN,6,6.3,Hepatocyte growth factor receptor,MET
NaN,NaN,NaN,NaN,NaN,2,2.1,Putative uncharacterized protein MYH16;Myosin-7;Myosin-6,MYH16;MYH7;MYH6
NaN,NaN,22.7575,19.9649,NaN,3,5.5,Pleckstrin homology-like domain family A member 1,PHLDA1
18.9843,NaN,22.2674,19.6634,NaN,5,15.3,Endoplasmic reticulum resident protein 44,ERP44
NaN,NaN,21.7748,20.5064,18.5082,4,12.5,BRISC complex subunit Abro1,FAM175B
20.0632,18.9978,NaN,19.4908,21.1612,5,51,Protein S100-A14,S100A14
NaN,NaN,22.3067,21.4506,NaN,2,10.3,Serine/arginine-rich splicing factor 10;Serine/arginine-rich splicing factor 12,SRSF10;SRSF12
NaN,NaN,21.4579,20.7097,NaN,3,13.6,Lys-63-specific deubiquitinase BRCC36,BRCC3
NaN,NaN,NaN,NaN,NaN,2,5.9,Trans-Golgi network integral membrane protein 2,TGOLN2
NaN,17.4838,21.3334,18.291,17.7191,5,17.4,45 kDa calcium-binding protein,SDF4
NaN,NaN,22.1027,18.8883,NaN,5,18.2,Alpha-2-macroglobulin receptor-associated protein,LRPAP1
NaN,NaN,NaN,NaN,NaN,2,20.8,14 kDa phosphohistidine phosphatase,PHPT1
NaN,NaN,21.2023,19.2878,NaN,6,23.5,Proto-oncogene tyrosine-protein kinase Src,SRC
NaN,NaN,NaN,NaN,NaN,2,7.1,Secretory carrier-associated membrane protein 1,SCAMP1
NaN,NaN,22.6008,19.3125,18.1954,5,15.7,Peptidyl-prolyl cis-trans isomerase D,PPID
NaN,NaN,22.0342,19.73,20.587,4,45.8,Glia maturation factor beta,GMFB
NaN,NaN,NaN,NaN,NaN,2,1.8,Kinesin-like protein KIF1B;Kinesin-like protein KIF1A,KIF1B;KIF1A
NaN,NaN,22.4098,NaN,18.2671,5,12.1,Merlin,NF2
NaN,NaN,22.2917,NaN,20.2834,4,19.3,Septin-8,44082
NaN,NaN,NaN,NaN,NaN,6,15.2,5-AMP-activated protein kinase catalytic subunit alpha-1,PRKAA1
NaN,NaN,21.9555,19.9439,NaN,4,4.9,RNA-binding protein 12,RBM12
NaN,NaN,NaN,NaN,NaN,2,36.7,Transcription factor BTF3 homolog 4,BTF3L4
NaN,NaN,NaN,NaN,NaN,4,7.2,HIV Tat-specific factor 1,HTATSF1
NaN,NaN,21.9778,20.3902,20.0953,4,15.4,Quinone oxidoreductase PIG3,TP53I3
NaN,NaN,22.35,NaN,18.1712,5,15.6,Programmed cell death protein 4,PDCD4
21.2296,19.2155,21.6147,NaN,NaN,4,8.6,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",MAN1A1
NaN,NaN,21.5525,18.1057,NaN,8,5.3,Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1,MAP1B
NaN,NaN,21.7816,22.1451,NaN,3,15.6,Dr1-associated corepressor,DRAP1
NaN,NaN,22.0934,NaN,18.9148,4,40.7,Sorting nexin-12,SNX12
NaN,NaN,NaN,NaN,NaN,6,8.1,E3 ubiquitin-protein ligase NEDD4,NEDD4
NaN,NaN,21.2907,19.2723,NaN,7,11.9,Importin-9,IPO9
21.7446,20.797,NaN,NaN,20.1873,0,22,Ig gamma-3 chain C region,IGHG3
NaN,NaN,NaN,NaN,NaN,4,19.1,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",ST3GAL1
